sample_id,dataset_source,subset,image_filename,image_path,file_sha256,width,height,channels,blur_variance,brightness_mean,contrast_std,r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,lab_l_mean,lab_a_mean,lab_b_mean,ground_truth_drug,drug_family,concentration,cutting_agent,presumptive_label,device,lighting,lab_confirmation,is_duplicate,split
ADULT_NLV,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image375.jpeg,storage/processed_images/idpad/image375.jpeg,3662d8e4c8f7c7f0c50516edfb8197a6534c42de33622ce0333aabc21746f82d,300,169,3,519.93,231.98,40.79,235.55,231.69,224.12,37.37,41.32,49.23,11.08,15.78,235.87,234.02,128.14,132.34,O-Phenonthymine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_QM2,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image376.jpeg,storage/processed_images/idpad/image376.jpeg,87c35b1e43a490b42b883ef60caaf63dda7acf291894449061150435fd1ad8ba,320,180,3,505.11,230.62,42.06,234.31,230.23,222.88,38.4,42.66,50.85,12.8,16.2,234.69,232.73,128.28,132.28,Orcinol,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_CN9,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image378.jpeg,storage/processed_images/idpad/image378.jpeg,749e818f501e7afc843efd1312f2621a6a2ebf39fa9e011198244bf7baf054c4,310,174,3,648.49,231.77,41.9,235.46,231.41,223.9,38.28,42.51,50.68,10.74,16.18,235.77,233.76,128.24,132.34,Percocet,DRUG_DETECTED,Pure_or_Matrix,N/A,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_U7P,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image379.jpeg,storage/processed_images/idpad/image379.jpeg,eef4c704befe8b1fcf846a01d22829a45ac5fb76378189dbd01d33cbab669c3f,298,168,3,813.04,214.14,64.25,212.75,214.67,215.01,66.51,63.66,62.46,30.76,9.83,216.22,216.69,127.47,127.55,Phenoxazine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_WD7,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image380.jpeg,storage/processed_images/idpad/image380.jpeg,de91a883575e204d0b44a75d95b52b3ab9b80d064d975b5575e823624d61e40b,319,179,3,501.79,229.2,43.21,233.15,228.9,220.37,39.65,43.68,52.45,12.24,17.93,233.48,231.45,128.14,132.9,Phthalamide Potassium,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_2OO,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image381.jpeg,storage/processed_images/idpad/image381.jpeg,129fc40d938806de5dedadc336f6ad9089c3dc398faae15840298da3c13c0acc,293,165,3,655.22,224.75,47.83,226.91,224.41,220.87,47.0,48.05,50.93,15.63,10.05,227.63,227.13,128.33,130.13,Procaine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_R7X,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image382.jpeg,storage/processed_images/idpad/image382.jpeg,43c0a6b61268240860faf4d90a128a637b47b1b56080acd3e914fcc6a4092498,330,186,3,457.25,227.42,44.33,231.22,227.04,219.36,40.75,44.87,53.06,11.93,17.35,231.64,229.77,128.26,132.48,Pyrazinamide,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_VYF,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image383.jpeg,storage/processed_images/idpad/image383.jpeg,efa2d9547fc93725f7154cd1761a434d84e1396164ac87fbbd1b3c1a0e532d6a,296,166,3,682.2,221.26,57.33,221.38,221.48,219.74,58.22,56.91,58.41,15.63,7.47,222.82,223.55,127.72,128.91,Pyrazole,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_V2D,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image384.jpeg,storage/processed_images/idpad/image384.jpeg,10eb099a73e9a856443043b9963b38d48359e4ba8b8c6e40f47c571bb8ca431f,314,177,3,698.92,219.37,58.81,218.69,219.89,218.44,60.76,58.08,59.02,20.24,7.85,220.92,221.84,127.41,128.6,Quinine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_XPA,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image385.jpeg,storage/processed_images/idpad/image385.jpeg,27c0490be901502fff5b2d57f07c8832ec433fd733eb1dd00f681c326c7da051,305,171,3,481.02,228.08,45.02,233.19,227.55,217.34,39.9,45.82,57.83,10.44,22.03,233.42,230.4,128.5,134.0,Quinine Sulfate,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_DYC,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image386.jpeg,storage/processed_images/idpad/image386.jpeg,58a4a983b854ba1ef3222d8c8ff2cb9cea97f1f845fd397d0a6b4e40e9425cdd,296,166,3,693.26,223.93,55.02,223.78,224.19,222.96,55.88,54.62,55.65,17.85,5.36,225.1,226.09,127.67,128.58,Rizatriptan Benzoagte,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_LHQ,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image389.jpeg,storage/processed_images/idpad/image389.jpeg,f139903c0d361fd64101fbff415d58cb8b9c053d40e58a69a150086e77f94ae3,304,171,3,589.49,229.69,44.43,233.6,229.41,220.77,40.29,44.88,55.13,11.35,18.48,233.85,231.85,128.13,133.0,Sodium Tetraphenyl Boroate,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_QQZ,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image390.jpeg,storage/processed_images/idpad/image390.jpeg,d61eca09614f8161c7a93f8fba2c9e467c543fe653b7aef143cf433a383da7a7,312,176,3,458.79,229.92,43.74,233.47,229.62,222.13,40.21,44.19,52.6,12.58,16.36,233.76,232.04,128.17,132.34,Sulfadozine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_KDC,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image391.jpeg,storage/processed_images/idpad/image391.jpeg,29e1aca114c8a21983ea078eb6148ce40ad72add51125d1dad78ba322bd62be7,304,171,3,907.95,214.83,65.01,215.04,215.06,213.08,65.59,64.71,66.22,19.03,9.71,216.62,217.14,127.75,129.04,Sulfamethoxazole,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_47Z,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image392.jpeg,storage/processed_images/idpad/image392.jpeg,f0e0e5c7b47f114809b60268b5e43dceb90642a57597a92a9500e69336e180de,314,177,3,447.63,229.99,43.65,233.77,229.62,221.88,39.86,44.26,52.79,13.88,17.14,234.1,232.11,128.26,132.51,Sulfanilamine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_BXF,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image394.jpeg,storage/processed_images/idpad/image394.jpeg,5cd4a274960fbe7f85734e957be90045affc00a3fd385b27e160f0ec3950a909,314,176,3,635.31,219.6,56.47,218.43,220.17,219.65,58.99,55.67,55.71,25.11,7.73,221.32,222.24,127.39,128.05,"Tetrahydroxy-1,4-quinone hydrate",NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_92V,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image395.jpeg,storage/processed_images/idpad/image395.jpeg,ebb0a292f143e83f3165b6da451c8f150b78101b91f723da990970be458b704f,283,159,3,570.66,229.45,42.53,233.7,229.16,219.72,38.81,43.0,52.38,14.08,19.26,234.04,231.73,128.1,133.39,Tetraphyltgium Disulfide,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_BG3,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image397.jpeg,storage/processed_images/idpad/image397.jpeg,625e1604fad6726bdfd85eca8bbef6400e0a07696ae141a9d474183d0089ef19,294,165,3,779.4,224.36,51.68,223.66,224.79,223.89,53.45,51.1,51.61,22.41,6.98,226.06,226.75,127.53,128.33,Triphenylphosphine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_BL4,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image398.jpeg,storage/processed_images/idpad/image398.jpeg,e7cf447e1141c1535664ec94f9a93f464505af3180735936de2a6a08550eace8,289,163,3,568.97,230.82,42.72,234.15,230.55,223.38,39.57,43.1,50.98,10.32,15.26,234.42,232.87,128.11,132.11,Uridine,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_8LK,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image399.jpeg,storage/processed_images/idpad/image399.jpeg,04055490574fde9e24a33c3d62be4c8d4ff03115f5ee06fab0c213af2b4cdde5,308,173,3,607.18,216.69,62.24,215.59,217.26,216.51,64.43,61.45,61.62,24.31,8.23,218.22,219.16,127.33,128.16,Vanillin,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
ADULT_TDV,PMC7332374_NIHMS1576105_idPAD,adulterants_study,image401.jpeg,storage/processed_images/idpad/image401.jpeg,477a2f15b710b846776c2245c88e951770bba9acf108e21adb6a833119182d2f,309,174,3,470.91,231.6,41.97,235.29,231.29,223.51,38.13,42.47,51.59,10.19,16.54,235.54,233.62,128.18,132.49,Water,NEGATIVE_ADULTERANT,Pure_or_Matrix,N/A,PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,Standard_Chemical_Reference,False,train
